Product_Id P,Name P,Description P,Category P,Unit_Of_Measure P,Units_Per_Carton P,Initial_Purchase_Price,Default_Store P,Opening_Balance P,Action
62d6e789,علبه ماجيك افينا,,علبه ماجيك,قطعة,,6.2,,,
fd5156fd,لزق بروفايل,,لزق بروفايل,قطعة,,84,,,
b5e5dc0e,علبه ماجيك فينوس,,علبه ماجيك,قطعة,,6,,,
9b73df47,ترنز ١٥٠ وات,,ترنز ليد,قطعة,,135,,,
9a47e6cc,ترنز ١٠٠ وات,,ترنز ليد,قطعة,,105,,,
7730aa76,غطا علبه ماجيك م+م,,علبه ماجيك,قطعة,,2.9,,,
221dc2bb,بكره بروفايل,,بكره بروفايل,قطعة,,95,,,
1fe3ef47,بكره بروفايل ازرق,,بكره بروفايل,قطعة,,110,,,
9b35352e,لوحه ٢ خط خارج,,لوحات,قطعة,,8.5,,,
268dad79,لوحه ١٣ خط اسمارت,,لوحات,قطعة,,175,,,
b92ad0f7,لوحه ٩ خط اسمارت,,لوحات,قطعة,,165,,,
1b6018ac,لوحه ٢٤ خط سيجا ام,,لوحات,قطعة,,1150,,,
fdd10955,حامل شاشه تقيل صغير,,حامل شاشه,قطعة,,48,,,
dd836689,حامل شاشه تقيل كبير,,حامل شاشه,قطعة,,78,,,
ac1770d3,حامل شاشه كبير فوكس,,حامل شاشه,قطعة,,38,,,
a6cf7382,حامل شاشه صغير فوكس,,حامل شاشه,قطعة,,32,,,
ee6319d0,بكره بروفايل علي الطاير,,بكره بروفايل,قطعة,,310,,,
eb973da5,اسبوط ٥ +٥ متحرك سفن استار,,اسبوط,قطعة,,14,,,
74359c0f,دوايه ليزر الفاروق,,دوايه ليزر,قطعة,,16,,,
2b8134cc,اسبوط ٥+٥ زجاجي سفن استار,,اسبوط,قطعة,,14,,,
ab113933,كلوب عين بقره فورا,,كلوب عين بقره,قطعة,,110,,,
0802b0eb,اسبوط ٥ وات معدن,,اسبوط,قطعة,,31,,,
96ab2e0c,اسبوط ٣+٣ بلترنز,,اسبوط,قطعة,,17.5,,,
f4aa2ef8,بلوفنيرا خارج ٤٨ وات دولفين,,بلوفنيرا,قطعة,,185,,,
3b9857e1,لفه شيلد ٣٠٠ متر سفن استار,,شيلد,قطعة,,340,,,
17221da5,لفه شيلد ٣٠٠ متر ٦٤ شعرايه سفن استار,,شيلد,قطعة,,1150,,,
582d6611,لفه شيلد ١٠٠ متر ٩٦ شعرايه سفن استار,,شيلد,قطعة,,550,,,
fdacfcd7,وش زهبي +خشبي +فضي,,فينوس,قطعة,,17.5,,,
53333db9,وش الوان فينوس,,فينوس,قطعة,,11.5,,,
21d7a5d9,سهاره الوان,,سهاره,قطعة,,6,,,
95d2b65f,لمبه بلحه وررم,,لمبه بلحه,قطعة,,6,,,
070a0ff7,لمبه بلحه ابيض,,لمبه بلحه,قطعة,,6,,,
b0e2af07,لمبه كراويه ٥ وات كاميري,,لمبه كراويه,قطعة,,7.5,,,
2f673a07,مشترك ثلاثي هيمي,,مشترك,قطعة,,7.5,,,
e3d780b3,بكره شيلد ٣٠٠ متر فورا,,شيلد,قطعة,,1320,,,
9a6c1153,مفتاح خط ثنائي  ٦٣ امبير فورا,,مفتاح خط,قطعة,,167,,,
cfd57c9c,سداده صن شي,,صن شي,قطعة,,2.9,,,
168b9504,سداده ابيض فورا,,فورا,قطعة,,2.3,,,
94e8d9a4,وش باطار فورا,,فورا,قطعة,,14.35,,,
799566b1,شاسيه ابيض فورا,,فورا,قطعة,,7.7,,,
43f4eb51,قطعه مفتاح ابيض فورا,,فورا,قطعة,,15.5,,,
2160be9c,سداده اسود فورا,,فورا,قطعة,,2.3,,,
a25fb02e,فيشه دكر +نتايه عاده,,فيشه,قطعة,,3.9,,,
1a449a5f,مفتاح تكييف عريض شارلي,,شارلي,قطعة,,85,,,
8731b9ca,سهاره وررم ليد,,سهاره,قطعة,,6,,,
66ab270b,طاره بوتجاز صيني,,طاره بوتجاز,قطعة,,68,,,
eeeae347,سير غساله,,سير غساله,قطعة,,7,,,
909363bc,مفتاح غلايه,,مفتاح غلايه,قطعة,,7,,,
bcaaedca,طبق ديمكس دش,,طبق دش,قطعة,,165,,,
020ea470,بكره خرطوم ليد,,بكره خرطوم,قطعة,,1150,,,
f8d69ffc,لفه خرطوم واير ليس دابل,,بكره خرطوم,قطعة,,1200,,,
840c6e72,لفه خرطوم ٣ حركه ليد افينا,,بكره خرطوم,قطعة,,3450,,,
cc828ae0,حنفيه كولمان,,حنفيه كولمان,قطعة,,8,,,
fbd76858,بلاستيك خلاط,,خلاط,قطعة,,0.7,,,
b14942d9,ضفدع المونيوم,,ضفدع المونيوم,قطعة,,12,,,
27d53519,بليه غساله,,بليه غساله,قطعة,,14.5,,,
b6ab12ff,دوايه بلسلك الوسام,,دوايه بلسلك,قطعة,,6.5,,,
41491890,جرس خارج لاكوست,,جرس خارج,قطعة,,33,,,
35a8f61a,جرس داخل,,جرس داخل,قطعة,,30,,,
5cd710cf,علبه كلابس ١٦ مللي,,علبه كلابس,قطعة,,34,,,
e8e81d2b,وش زهبي ماجيك,,وش ماجيك,قطعة,,6.75,,,
7d36ff3d,مفتاح خارج ٢ فاز لايون كنج,,مفتاح خط,قطعة,,95,,,
bba6bf6a,باكو شريط لحام كبير,,شريط لحام كبير,قطعة,,130,,,
2a016cd1,باكو شريط لحام صغير,,شريط لحام صغير,قطعة,,72,,,
4c94646a,لفه سوسته ٢٠ متر حراري,,لفه سوسته ٢٠ متر حراري,قطعة,,125,,,
6445ea20,لفه سوسته ٢٥ متر حراري,,لفه سوسته ٢٥ متر حراري,قطعة,,145,,,
199e5b75,لفه سوسته ٣٢ متر حراري,,لفه سوسته ٣٢ متر حراري,قطعة,,165,,,
b9c3d9d5,باكو شريط لحام كبير هيمي,,شريط لحام كبير,قطعة,,145,,,
6dc2a166,بريزه خارج بغطاء,,بريزه خارج بغطاء,قطعة,,25,,,
c4a150aa,بكره سلك نت ايطالي,,سلك نت,قطعة,,840,,,
4450f899,بكره سلك نت ٣٠٠ متر فورا,,سلك نت,قطعة,,1640,,,
05510aff,وصله ٣ في ١ شفاف,,وصله,قطعة,,12.5,,,
16d54c2c,مشترك كومبيوتر ٤ متر الملكه,,مشترك,قطعة,,203,,,
87dd230a,مشترك كومبيوتر ٢ متر الملكه,,مشترك,قطعة,,165,,,
805d6f29,لمبه ٩ وات ار جي بي,,لمبات,قطعة,,19,,,
fa1eac78,سداده اوشين,,اوشين,قطعة,,2,,,
be6e435b,اسبوط عين كتكوت,,عين كتكوت,قطعة,,28,,,
93eb959f,سكينه ٢ في ٦٣ حراري,,مفتاح خط,قطعة,,115,,,
aea8afe5,مشترك ١٠ متر مستطيل,,مشترك,قطعة,,38,,,
80314881,مشترك ٥ متر مستطيل,,مشترك,قطعة,,34,,,
5fd1e29f,وش صن شي,,صن شي,قطعة,,4.5,,,
d3687d67,مفتاح خط احادي ٦٣ امبير فورا,,مفتاح خط,قطعة,,74,,,
a1f9c8cd,مفتاح خط مشكل فورا,,مفتاح خط,قطعة,,65,,,
f411f9b9,مفتاح خط ٣٢ امبير فورا,,مفتاح خط,قطعة,,65,,,
2bfa009a,كابل كومبيوتر,,كابلات,قطعة,,21.5,,,
f3e3cae1,ضاغط بلمبه بلاص,,اوشين,قطعة,,21,,,
6aaa5d69,قطعه نت بلاص,,اوشين,قطعة,,47,,,
be39ace3,سداده بلاص,,اوشين,قطعة,,3,,,
5de99137,مفتاح بلمبه بلاص,,اوشين,قطعة,,24,,,
1a8f7af8,دفاتير بلاص,,اوشين,قطعة,,26,,,
bd99d021,شاسيه بلاص,,اوشين,قطعة,,8,,,
386e92df,لمبه ٩ وات وررم,,لمبات,قطعة,,7,,,
ef84e805,لمبه ٤٥ وات مسمار شعبي,,لمبات,قطعة,,38,,,
536f0d8e,لمبه ٤٥ وات مسمار لاكوست,,لمبات,قطعة,,58,,,
7d9eea27,كوره وسط,,كوره اناره,قطعة,,130,,,
a7809b0c,كوره كبير,,كوره اناره,قطعة,,165,,,
4015c00c,لمبه كاسه ابيض,,لمبات,قطعة,,14.5,,,
d6b5731e,لمبه ٧ وات كول فورا,,لمبات,قطعة,,54,,,
e3c9455c,لمبه كاسه ٦ وات  ٣ حركه فورا,,لمبات,قطعة,,66,,,
b80037e8,مفتاح مروحه كبير,,مفتاح مروحه,قطعة,,105,,,
1a32ab32,مفتاح علي علبه ماجيك براميدز,,قطع ماجيك,قطعة,,90,,,
64c62472,وصله ٣ في ٣,,وصله,قطعة,,11,,,
cbb57826,علبه كلابس ٢٠ مللي,,علبه كلابس,قطعة,,38,,,
f874b0c4,سداده فينوس,,فينوس,قطعة,,4.5,,,
2da2260a,مفتاح خارج T,,مفتاح خارج,قطعة,,165,,,
195b3d08,بريزه خارج مصري,,بريزه خارج,قطعة,,30,,,
978dcf12,سماعه جبس,,سماعات,قطعة,,185,,,
ab45fb4b,اسبوط كاس خارج,,اسبوط,قطعة,,90,,,
eaf4abb3,دوايه جوليت,,دوايه جوليت,قطعة,,22,,,
34a7cd7d,فيشه دكر قوه ريد لاين,,فيشه دكر قوه,قطعة,,3.9,,,
d3370fea,دوايه ابيض الوسام,,دوايه الوسام,قطعة,,7,,,
17fda3cb,دوايه اسود الوسام,,دوايه الوسام,قطعة,,6.5,,,
fdb48149,فيشه دكر كاوتشه بيرامدز,,فيشه براميدز,قطعة,,13,,,
b90479ff,فيشه نتايه كاوتشه بيرامديز,,فيشه براميدز,قطعة,,12,,,
9fd2081b,وش الوان مشكل فورا,,فورا,قطعة,,14.6,,,
919640ec,شاسيه صن شي,,صن شي,قطعة,,4,,,
ce48065e,دوايه بكتوني لوك,,دوايه بكتوني,قطعة,,4.5,,,
259f02b1,م+ب ماجيك,,قطع ماجيك,قطعة,,9.5,,,
96131321,اسبوط ٧ وات فورا,,اسبوط,قطعة,,78,,,
f926b334,كشاف ايطالي ٥٠ وات,,كشاف,قطعة,,220,,,
2dee7263,كشاف ٥٠ وات ميديا,,كشاف,قطعة,,280,,,
97281408,لمبه ٣ حركه vib,,لمبه كاسه vib,قطعة,,16.5,,,
e73269a0,لمبه كاسه وررم جولد,,لمبات,قطعة,,14.5,,,
3d72f576,بريزه خارج مدوره هيمي,,هيمي,قطعة,,14,,,
479ff304,فيشه مسجل رصاصي,,فيشه,قطعة,,13.5,,,
ecd72335,فيشه نتايه قوه,,فيش نتايه قوه,قطعة,,10.75,,,
148c2f5f,كشاف ٢٠٠ وات هيمي,,كشاف,قطعة,,1350,,,
0c8f696a,كشاف ١٠٠ وات هيمي,,كشاف,قطعة,,675,,,
264651ec,تراك اناره,,تراك,قطعة,,136,,,
de572e9a,اب داون ٢ لمبه,,اب داون,قطعة,,32,,,
bdb2e8d4,اب داون ٣ لمبه,,اب داون,قطعة,,47,,,
d5482e06,اب داون ٤ لمبه,,اب داون,قطعة,,62,,,
42afafc5,اب داون ١ لمبه,,اب داون,قطعة,,27,,,
0a0354f7,جرس بيانو,,جرس خارج,قطعة,,70,,,
8cda0230,جرس لاسلكي,,جرس لاسلكي,قطعة,,115,,,
6479b8e7,مشترك ثلاثي عاده,,مشترك,قطعة,,3.75,,,
8b575798,مشترك ام كي هيرو,,مشترك,قطعة,,11.5,,,
0f4e82e6,مشترك ام كي هيمي,,مشترك,قطعة,,16,,,
5ddc4a77,اب داون ٤ لمبه زهبي,,اب داون,قطعة,,60,,,
4a30b6ba,لمبه كاسه ٥ وات كول فورا,,فورا,قطعة,,48,,,
65a30bc6,مفتاح فوليم مروحه,,مفتاح فوليم مروحه,قطعة,,92,,,
4b6760b1,لمبه كاسه ٥ وات وررم فورا,,لمبات,قطعة,,47,,,
6c15d3f7,كشاف ١٥٠ وات هيمي,,كشاف,قطعة,,1100,,,
45114a0f,لمبه كاسه ٧ وات وررم فورا,,لمبات,قطعة,,57,,,
0d2713f2,فيشه دكر قوه ٣ مسمار,,فيشه,قطعة,,5.5,,,
4204f7dc,مفتاح تكييف ميجا,,ميجا,قطعة,,85,,,
2d40d33f,شاسيه ميجا,,ميجا,قطعة,,9.75,,,
67881a80,قطعه مفتاح ميجا,,ميجا,قطعة,,16,,,
1391c7f0,لمبه ثلاجه عاده,,لمبه ثلاجه,قطعة,,9.8,,,
66ce8d94,استارتر شفاف,,استارتر شفاف,قطعة,,3.5,,,
32dc9b06,فيشه دكر كاوتشه بولاين,,فيشه,قطعة,,12,,,
d516d653,فيشه دكر قوه افينا,,فيشه دكر قوه,قطعة,,16.5,,,
dc4bde3e,مشترك ام كي سعودي ايطالي,,مشترك,قطعة,,36,,,
b0ddb0df,دايره ريموت rgb,,دايره ريموت,قطعة,,6,,,
938d6e25,سكينه ٣ في ١٠٠ حراري,,مفتاح خط,قطعة,,305,,,
9a9d7639,فيشه نتايه قوه افينا,,فيش نتايه قوه,قطعة,,16.5,,,
9c680f3b,بريزه بلدي,,بريزه بلدي,قطعة,,13.8,,,
2fd8ee3b,مفتاح نجف بلدي,,مفتاح نجف بلدي,قطعة,,16.5,,,
b5d9154d,مفتاح ثلاثي بلدي,,مفتاح ثلاثي بلدي,قطعة,,23.5,,,
77ee1b31,مفتاح مفرد بلدي,,مفتاح مفرد بلدي,قطعة,,13,,,
b380ee2d,دوايه قلاوظ اليوس,,اليوس,قطعة,,6.5,,,
24ca0ad0,بريزه خارج اليوس قديم,,اليوس,قطعة,,7.5,,,
d3d4778d,بريزه خارج slg,,بريزه خارج,قطعة,,9,,,
689aea16,علبه ٢ فتحه خارج,,علبه خارج,قطعة,,5,,,
f2935d8a,بريزه قوه خارج اليوس,,اليوس,قطعة,,19,,,
06841ed7,فيشه دكر قوه الوسام,,فيشه دكر قوه,قطعة,,9.5,,,
9a8e0f2a,بريزه خارج اليوس,,اليوس,قطعة,,17.5,,,
1758c875,خط اشاره,,مفتاح خط,قطعة,,9,,,
cab13a2c,مفتاح كومترا,,مفتاح كومترا,قطعة,,7,,,
9d8b6603,سكينه ٣ في ٦٣ حراري,,مفتاح خط,قطعة,,115,,,
9172a6ae,سكينه ٣ في ٢٢٥ حراري,,مفتاح خط,قطعة,,1150,,,
443fdbb7,مفتاح خط احادي ٢٠ فورا,,مفتاح خط,قطعة,,65,,,
5a493821,مفتاح خط اشاره فينوس,,مفتاح خط,قطعة,,17,,,
5f73076e,مفتاح خط اشاره صيني,,مفتاح خط,قطعة,,12,,,
d70de4b5,مفتاح خط ثلاثي ايطالي,,مفتاح خط,قطعة,,140,,,
9a5ce8de,مفتاح خط ثنائي ايطالي,,مفتاح خط,قطعة,,100,,,
988dde08,مفتاح خط مشكل ايطالي,,مفتاح خط,قطعة,,50,,,
686445ba,لفه سلك سماعه صغير,,سلك سماعه,قطعة,,180,,,
cef7bc8d,لفه سلك كومبيوتر فورا,,سلك كومبيوتر,قطعة,,1075,,,
44cc85d0,وش اوشين بلاص,,اوشين,قطعة,,7,,,
4005c23f,شاسيه اوشين بلاص,,اوشين,قطعة,,5,,,
d4dd7cbe,حامل شاشه صغير متحرك,,حامل شاشه,قطعة,,150,,,
f2b7f811,حامل شاشه كبير متحرك,,حامل شاشه,قطعة,,240,,,
2b996a9f,حامل شاشه كبير مستورد,,حامل شاشه,قطعة,,120,,,
9388f3da,وش قديم وانج بانج,,وانج بانج,قطعة,,9,,,
4e4a6bb9,وش بيج وانج بانج,,وانج بانج,قطعة,,6,,,
496ed5af,مفتاح خط احادي اوشين,,مفتاح خط,قطعة,,68,,,
7279b5dc,مفتاح خط ثلاثي ٦٣ اوشين,,مفتاح خط,قطعة,,125,,,
36fcd9ed,بريزه خارج lg ديوان,,بريزه خارج,قطعة,,5,,,
ba1ffe5f,مفتاح خط احادي ٦٣ هندي,,مفتاح خط,قطعة,,75,,,
d0bd9ad7,متر سلك ٣٥ مللي المونيوم,,سلك المونيوم,قطعة,,18,,,
c89a8547,متر سلك ٢٥ مللي المونيوم,,سلك المونيوم,قطعة,,16,,,
6b0fe6d9,متر سلك ١٦ مللي المونيوم المصريه,,سلك المونيوم,قطعة,,13,,,
e20dcefc,لفه سلك ٢ مللي شعر فيتنام,,سلك فيتنام,قطعة,,880,,,
4aaaab3d,لفه سلك تليفون,,سلك تليفون,قطعة,,360,,,
4e301e14,لفه سلك سماعه,,سلك سماعه,قطعة,,265,,,
ecb08252,باره ٣ فاز,,باره نحاس,قطعة,,85,,,
8446fe96,باره نحاس ٢ فاز,,باره نحاس,قطعة,,42,,,
976a2b43,علبه كلابس ٦ مللي,,علبه كلابس,قطعة,,13,,,
9f363181,علبه كلابس ٨ مللي,,علبه كلابس,قطعة,,16,,,
8728eea6,علبه كلابس ١٢ مللي,,علبه كلابس,قطعة,,19,,,
43120f1f,دوايه كاسه هالوجين,,دوايه كاسه,قطعة,,2.25,,,
3244af76,وصله خرطوم ليد عاده,,وصله,قطعة,,7,,,
2d15771e,وصله خرطوم Rgb,,وصله,قطعة,,15,,,
c94b3d05,دوايه سندباد,,دوايه سندباد,قطعة,,5,,,
a2aa4269,وصله حراره تليفون,,وصله,قطعة,,3,,,
3a0ed529,وصله سماعه تليفون,,وصله,قطعة,,3,,,
df984cfd,وصله واير ليس,,وصله,قطعة,,12,,,
c625175c,وصله واير ليس فلاشه,,وصله,قطعة,,18,,,
1b8ea1c5,وصله ٣ في ١,,وصله,قطعة,,12,,,
3e17ab3a,مشترك كومبيوتر ٦ متر افينا,,مشترك,قطعة,,252,,,
58800733,مشترك كومبيوتر ٣ متر ٣ عين افينا,,مشترك,قطعة,,175,,,
30084737,لمبه كاسه ابيض في وررم vib,,لمبه كاسه vib,قطعة,,16.5,,,
446142b9,طقم دوايه ليد,,دوايه ليد,قطعة,,7.5,,,
abcaa592,لفه سلك شيلد ٢٠ متر اسود,,شيلد,قطعة,,43,,,
5b3e665f,لفه سلك شيلد ٣٠ متر اسود,,شيلد,قطعة,,48,,,
f1a42242,لفه سلك ٣ مللي ٩٠ متر سويدي,,سلك سويدي,قطعة,,1350,,,
a85a6799,لفه سلك ٦ مللي ٩٠ متر سويدي,,سلك سويدي,قطعة,,2200,,,
abb5e26e,لفه سلك ٦ مللي فيلبس,,سك فيلبس,قطعة,,3150,,,
bd149cdb,كلوب عين بقره كبير الوسام,,كلوب عين بقره,قطعة,,65,,,
d6b9bdd2,كلوب عين بقره ليد صغير الوسام,,كلوب عين بقره,قطعة,,59,,,
c065151d,مشترك ٢ متر عضم,,مشترك,قطعة,,72,,,
4c2590f6,شاسيه حديد ماجيك,,قطع ماجيك,قطعة,,3,,,
31d19178,مشترك ٨ متر عضم,,مشترك,قطعة,,108,,,
57bf746a,لفه سلك ٧٠ مللي المونيوم,,سلك المونيوم,قطعة,,8050,,,
d5b26ffe,لفه سلك ٥٠ مللي المونيوم,,سلك المونيوم,قطعة,,6220,,,
28da86cc,لفه سلك ٣٥ مللي سودكس,,سلك سودكس,قطعة,,4410,,,
f1d92656,لفه سلك ٢٥ مللي سودكس,,سلك سودكس,قطعة,,3325,,,
bcd99ef5,لفه سلك ٣٥ مللي اشنيدر,,سلك اشنيدر,قطعة,,3100,,,
6353ec13,لفه سلك ٣٥ مللي وسط المونيوم,,سلك المونيوم,قطعة,,1150,,,
d8270dd6,لفه سلك ٢٥ مللي وسط المونيوم,,سلك المونيوم,قطعة,,950,,,
1fb40b61,لفه سلك ١٦ مللي وسط المونيوم,,سلك المونيوم,قطعة,,700,,,
e067cb59,لفه سلك ٢ في ٣  ٣ طرف ترمو,,سلك ترمو,قطعة,,2850,,,
b12a20de,لفه سلك ٢ في ٣ ترمو,,سلك ترمو,قطعة,,1850,,,
1dc742c8,لفه سلك ١٠ مللي نحاس السويدي,,سلك نحاس السويدي,قطعة,,4800,,,
eb6ac784,لفه سلك ١٦ مللي نحاس السويدي,,سلك نحاس السويدي,قطعة,,6200,,,
69bd29d8,لفه سلك ٢ مللي فيتنام,,سلك فيتنام,قطعة,,825,,,
598dc15f,لفه سلك ١ مللي ونص فيتنام,,سلك فيتنام,قطعة,,625,,,
e6c657c6,لفه سلك ٢ مللي ترمو رصاصي المونيوم,,سلك ترمو,قطعة,,1800,,,
cb3d2fe4,لفه سلك ٨ طرف تليفون,,سلك تليفون,قطعة,,1100,,,
9c4a3ddd,لفه سلك ٢ طرف تليفون,,سلك تليفون,قطعة,,340,,,
cc52f0a8,لفه سلك ٢ في ٤ ترمو المصريه,,سلك ترمو,قطعة,,3450,,,
0823797f,لفه سلك ١ ونص مللي سويدكس,,سلك سودكس,قطعة,,1115,,,
f03fb0f0,لفه سلك ٢ مللي سويدكس,,سلك سودكس,قطعة,,1472,,,
6c2592a7,لفه سلك ٣ مللي سويدكس,,سلك سودكس,قطعة,,2230,,,
22966173,لفه سلك ٤ مللي سوديكس,,سلك سودكس,قطعة,,2900,,,
37b1b2d2,لفه سلك ٦ مللي سوديكس,,سلك سودكس,قطعة,,4250,,,
559ecca4,متر سلك ١٦ مللي المونيوم,,سلك المونيوم,قطعة,,6.5,,,
e35d4444,جهاز ماتور مياه,,جهاز ماتور مياه,قطعة,,780,,,
185001cc,بواط ١٩ في ١٤ وتر بروف,,بواط,قطعة,,36,,,
bf1c66a0,وصله ٢ في ١ علي كارت,,وصله,قطعة,,16,,,
e19a14d4,علبه فيشر بلمسمار ٦ مللي,,فيشر,قطعة,,17,,,
73c0f117,دوايه قلاوظ بكتوني,,دوايه بكتوني,قطعة,,8.5,,,
e0d382fe,لفه سلك ١ مللي مجدول الاوربيه,,سلك مجدول,قطعة,,620,,,
1a0972aa,لفه سلك ١ مللي ترمو الدلتا,,سلك ترمو,قطعة,,732,,,
45d5ced5,لفه سلك ٢ مللي ترمو الدلتا,,سلك ترمو,قطعة,,1405,,,
c0aa6bc4,لفه سلك ٢ مللي ترمو شعبي,,سلك ترمو,قطعة,,380,,,
d208f562,لفه سلك ١٦ مللي المونيوم السويدي,,سلك ترمو,قطعة,,380,,,
324bccd4,لفه سلك نص مللي مجدول الدلتا,,سلك مجدول,قطعة,,360,,,
01b37a7b,لفه سلك نص مللي مجدول الاوربيه,,سلك مجدول,قطعة,,350,,,
101c7e2a,لفه سلك ١ مللي مجدول الدلتا,,سلك مجدول,قطعة,,660,,,
85f75bfd,لفه سلك ٢ مللي ترمو الاوربيه,,سلك ترمو,قطعة,,1330,,,
ac2ec617,لفه سلك ١ مللي مجدول شعبي,,سلك مجدول,قطعة,,140,,,
db829ce8,لفه سلك ٢ مللي ترمو مورا,,سلك ترمو,قطعة,,1600,,,
9c5224b0,لفه سلك ٢ مللي فيلبس,,سك فيلبس,قطعة,,1100,,,
b73a4e59,لفه سلك ١ مللي ونص فيلبس,,سك فيلبس,قطعة,,800,,,
f13d13e2,لفه سلك ٣ مللي فيلبس,,سك فيلبس,قطعة,,1600,,,
cf6eaf97,لفه سلك ٤ مللي فيلبس,,سك فيلبس,قطعة,,2100,,,
d0e0f25c,لفه سلك ١ ونص مللي ٩٠ متر سويدي,,سلك سويدي,قطعة,,460,,,
66d8ef2d,لفه سلك ٢ مللي ٩٠ متر سويدي,,سلك سويدي,قطعة,,650,,,
e787ed1b,لفه سلك شيلد ٥٠ متر اسود,,شيلد,قطعة,,115,,,
f1a2aa3f,لفه خرطوم سقف 16 مللي 25 يناير,,خرطوم سقف,قطعة,,685,,,
4c2313ce,لفه خرطوم سقف 19 مللي 25 يناير,,خرطوم سقف,قطعة,,875,,,
2d51d5ec,لفه سوسته 16 مللي احمر تقيله فسفوري,,سوسته سقف,قطعة,,52,,,
85a2e090,لفه سوسته 16 مللي 30 متر واير,,خرطوم سقف,قطعة,,125,,,
5c85e48a,لفه سوسته 16 مللي 40 متر واير,,سوسته سقف,قطعة,,185,,,
cbbc818f,لفه خرطوم سقف 3400 خامه,,خرطوم سقف,قطعة,,340,,,
c993828c,لفه سوسته 11 مللي نصر الحجاز,,سوسته سقف,قطعة,,48,,,
597e91cc,لفه سوسته 13 مللي نصر الحجاز,,سوسته سقف,قطعة,,86.5,,,
e1805c7a,لفه سوسته 16 مللي نصر الحجاز,,سوسته سقف,قطعة,,92,,,
6be25558,لفه سوسته 23 مللي نصر الحجاز,,سوسته سقف,قطعة,,130,,,
e853ace2,لفه خرطوم سقف 23 مللي 7 ك خامه,,خرطوم سقف,قطعة,,700,,,
5b2cd44e,لفه خرطوم سقف 23 مللي 4.5 ك خامه,,خرطوم سقف,قطعة,,450,,,
f4666e46,لفه خرطوم سقف 23 مللي 40 متر25 بناير,,خرطوم سقف,قطعة,,1175,,,
79383917,لفه خرطوم سقف 23 مللي م.م 45 متراصلي,,خرطوم سقف,قطعة,,1254,,,
55de208c,بواط 20.20 م.م,,بواط,قطعة,,29.7,,,
06425c4c,بواط 10.10 م.م,,بواط,قطعة,,8,,,
0e5ed439,كب 63 م م.م اصلي,,كب,قطعة,,10.6,,,
8e77deb4,بواط سقف م.م اصلي,,بواط,قطعة,,5.46,,,
55d73015,كب 63 م اسود عادي,,كب,قطعة,,3.5,,,
00f22fd4,شوال خابور خشب,,خابور خشب,قطعة,,800,,,
1c65c5c2,بواط 10.15 م م.م,,بواط,قطعة,,11.15,,,
e2474c6e,بواط 15.20م.م .م,,بواط,قطعة,,24.75,,,
aa70a0cd,لفه خرطوم سقف 2700 خامه,,خرطوم سقف,قطعة,,270,,,
11c8e831,لفه خرطوم سقف 3400 سكري,,خرطوم سقف,قطعة,,290,,,
a3393b0f,لفه خرطوم سقف 4400 خامه,,خرطوم سقف,قطعة,,54,,,
a7080e8f,لفه سوسته 11 مللي النيل,,سوسته سقف,قطعة,,35,,,
f0d33266,لفه سوسته 23 مللي النيل,,سوسته سقف,قطعة,,120,,,
c7384c2e,لفه سوسته 16 مللي احمر عاده,,سوسته سقف,قطعة,,28,,,
c0d3c770,لفه سوسته 23 مللي احمر عاده,,سوسته سقف,قطعة,,38,,,
77d2b77f,لفه سوسته 13 مللي احمر عادي,,سوسته سقف,قطعة,,28,,,
7f4ee117,لفه سوسته 16 مللي رصاصي,,سوسته سقف,قطعة,,54,,,
d2c2510c,لفه سوسته 13 مللي ابيض النيل,,سوسته سقف,قطعة,,55,,,
9fc99183,لفه خرطوم سقف ٥٠مللي م+م,,خرطوم سقف,قطعة,,1940,,,
601b3c9b,لفه سوسته ١١ مللي ٢٥ يناير,,سوسته سقف,قطعة,,58,,,
95394aee,لفه سوسته ٢٩ مللي م+م,,سوسته سقف,قطعة,,1250,,,
ab551935,لفه خرطوم سقف٣٢ مللي ٢٥ يناير,,خرطوم سقف,قطعة,,750,,,
55722c52,لفه خرطوم سقف ٣٦مللي ٢٥ يناير,,خرطوم سقف,قطعة,,1100,,,
1685d2be,اسبوط ٣٦ كرستال ٤٠ وات ابيض افينا,,اسبوط,قطعة,,345,,,
566ec96d,مكثف مروحه,,مكثف مروحه,قطعة,,7,,,
a7f1a2ec,لوحه ٢ عداد اسمارت,,لوحات,قطعة,,290,,,
c7e80601,لفه سوسته سقف ٢٣ مللي ٣٠ متر حراري,,سوسته سقف,قطعة,,275,,,
fd71dee8,لفه سوسته١٦ مللي ابيض,,سوسته سقف,قطعة,,65,,,
c7d07f08,لفه خرطوم سقف ٣٤٠٠ خامه,,خرطوم سقف,قطعة,,340,,,
e6467d4a,لفه سوسته ١٣ مللي ابيض,,سوسته سقف,قطعة,,55,,,
1c368a81,لفه سوسته ١١ مللي ابيض,,سوسته سقف,قطعة,,38,,,
5a4b9afa,بريزه اسود فورا,,فورا,قطعة,,15.5,,,
aeee59c5,لوحه عداد ٣ فاز بلعمومي سيجا ام,,لوحات,قطعة,,1150,,,
3a2d754b,مفتاح خط ١٦  امبير امان,,مفتاح خط,قطعة,,49,,,
34238350,لمبه ١٢ وات حياه,,لمبات,قطعة,,9,,,
eeabe6a6,لفه شيلد ١٠٠ متر ٦٤ شعرايه سفن استار,,شيلد,قطعة,,330,,,
